"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp","long","lat"
"Stereodon subimponens",1123573,"Stereodon subimponens",0,"accepted","",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Stereodontaceae","","","Stereodon","subimponens","iNat:164113216","2023-05-27T17:10:03-07:00",,"Andrew Simon","false","needs_id",10,2023-05-28 00:10:03,-123.37707,48.869768
"Nemophila parviflora",57353,"Nemophila parviflora",0,"accepted","small-flowered nemophila",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Boraginales","","","","Boraginaceae","Hydrophylloideae","","Nemophila","parviflora","iNat:164113227","2023-05-27T17:11:17-07:00",,"Andrew Simon","false","research",10,2023-05-28 00:11:17,-123.377126,48.86985
"Sphaerophorus tuckermanii",123231,"Sphaerophorus tuckermanii",0,"accepted","Tuckerman's Coral Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Sphaerophoraceae","","","Sphaerophorus","tuckermanii","iNat:164113262","2023-05-27T17:13:10-07:00",,"Andrew Simon","false","research",50,2023-05-28 00:13:10,-123.376987,48.869761
"Hypogymnia physodes",117971,"Hypogymnia physodes",0,"accepted","Hooded Tube Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Hypogymnia","physodes","iNat:164113766","2023-05-27T17:13:48-07:00",,"Andrew Simon","false","needs_id",50,2023-05-28 00:13:48,-123.377039,48.869755
"Phellopsis porcata",370695,"Phellopsis porcata",0,"accepted","",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Tenebrionoidea","Zopheridae","Zopherinae","Phellopsini","Phellopsis","porcata","iNat:164895364","2023-05-27T17:20:00-07:00",,"Andrew Simon","false","research",25,2023-05-28 00:20:00,-123.377688,48.869674
"Dicranoweisia cirrata",67949,"Dicranoweisia cirrata",0,"accepted","Common Pincushion",,"Plantae","Bryophyta","","","Bryopsida","","","Dicranales","","","","Rhabdoweisiaceae","","","Dicranoweisia","cirrata","iNat:164113791","2023-05-27T17:45:54-07:00",,"Andrew Simon","false","needs_id",10,2023-05-28 00:45:54,-123.377087,48.868077
"Thamnophis ordinoides",28389,"Thamnophis ordinoides",0,"accepted","Northwestern Garter Snake",,"Animalia","Chordata","Vertebrata","","Reptilia","","","Squamata","Serpentes","","","Colubridae","Natricinae","","Thamnophis","ordinoides","iNat:164113846","2023-05-27T17:49:22-07:00",,"Andrew Simon","false","research",10,2023-05-28 00:49:22,-123.376256,48.867956
"Diploschistes scruposus",117945,"Diploschistes scruposus",0,"accepted","Crater Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Ostropomycetidae","","Ostropales","","","","Graphidaceae","","","Diploschistes","scruposus","iNat:203812474","2023-05-31T11:05:15-07:00",,"heather-magpie","false","needs_id",10,2023-05-31 18:05:15,-123.381086,48.870778
"Protoparmeliopsis muralis",632126,"Protoparmeliopsis muralis",0,"accepted","Stonewall Rim Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Lecanoraceae","","","Protoparmeliopsis","muralis","iNat:203812656","2023-05-31T11:06:26-07:00",,"heather-magpie","false","needs_id",10,2023-05-31 18:06:26,-123.381086,48.870778
"Madia",53136,"Madia",0,"accepted","tarweeds",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Madieae","Madia","","iNat:167903004","2023-05-31T11:07:17-07:00",,"heather-magpie","false","needs_id",10,2023-05-31 18:07:17,-123.381203,48.870706
"Luzula macrantha",890625,"Luzula macrantha",0,"accepted","Prairie Woodrush",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Juncaceae","","","Luzula","macrantha","iNat:164915653","2023-05-31T11:41:20-07:00",,"Myung Jin (John) Kang","false","needs_id",10,2023-05-31 18:41:20,-123.381103,48.870819
"Madia",53136,"Madia",0,"accepted","tarweeds",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Madieae","Madia","","iNat:164908244","2023-05-31T12:05:15-07:00",,"Myung Jin (John) Kang","false","needs_id",10,2023-05-31 19:05:15,-123.381746,48.871918
"Coleoptera",47208,"Coleoptera",0,"accepted","Beetles",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","","","","","","","","","iNat:164907849","2023-05-31T14:00:20-07:00",,"Myung Jin (John) Kang","false","needs_id",10,2023-05-31 21:00:20,-123.383497,48.872973
"Melica harfordii",77983,"Melica harfordii",0,"accepted","Harford's oniongrass",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Meliceae","Melica","harfordii","iNat:164872778","2023-05-31T14:04:09-07:00",,"Myung Jin (John) Kang","false","needs_id",10,2023-05-31 21:04:09,-123.383448,48.873001
"Melica harfordii",77983,"Melica harfordii",0,"accepted","Harford's oniongrass",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Meliceae","Melica","harfordii","iNat:166173814","2023-06-07T08:53:58-07:00",,"Adam Huggins","false","research",10,2023-06-07 15:53:58,-123.383422,48.872987
"Montia parvifolia",78123,"Montia parvifolia",0,"accepted","Small-leaved Blinks",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Montia","parvifolia","iNat:166093143","2023-06-07T09:31:03-07:00",,"Myung Jin (John) Kang","false","research",10,2023-06-07 16:31:03,-123.38346,48.87249
"Philodromidae",47868,"Philodromidae",0,"accepted","Running Crab Spiders",,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Thomisoidea","Philodromidae","","","","","iNat:166174242","2023-06-07T11:12:26-07:00",,"Myung Jin (John) Kang","false","needs_id",10,2023-06-07 18:12:26,-123.3834,48.872213
"Sternorrhyncha",334037,"Sternorrhyncha",0,"accepted","Plant-parasitic Hemipterans",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Sternorrhyncha","","","","","","","","iNat:166173396","2023-06-07T11:12:50-07:00",,"Myung Jin (John) Kang","false","needs_id",10,2023-06-07 18:12:50,-123.383404,48.872215
"Torilis arvensis",56846,"Torilis arvensis",0,"accepted","common hedge parsley",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Apiales","","","","Apiaceae","Apioideae","Scandiceae","Torilis","arvensis","iNat:166173085","2023-06-07T14:33:38-07:00",,"Myung Jin (John) Kang","false","needs_id",10,2023-06-07 21:33:38,-123.383359,48.872316
"Sticta gretae",1456919,"Sticta gretae",0,"accepted","",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Lobariaceae","","","Sticta","gretae","iNat:166173349","2023-06-07T14:35:13-07:00",,"Myung Jin (John) Kang","false","research",10,2023-06-07 21:35:13,-123.383527,48.872306
"Montia parvifolia",78123,"Montia parvifolia",0,"accepted","Small-leaved Blinks",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Montia","parvifolia","iNat:166140350","2023-06-07T14:37:26-07:00",,"Myung Jin (John) Kang","false","research",10,2023-06-07 21:37:26,-123.383479,48.872516
"Psidium",62867,"Psidium",0,"accepted","guavas",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Myrtales","","","","Myrtaceae","Myrtoideae","Myrteae","Psidium","","iNat:166712611","2023-06-07T14:37:28-07:00",,"Myung Jin (John) Kang","true","casual",10,2023-06-07 21:37:28,-123.383468,48.872516
"Triphysaria pusilla",57276,"Triphysaria pusilla",0,"accepted","dwarf owl's-clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Orobanchaceae","","Pedicularideae","Triphysaria","pusilla","iNat:40419896","2020-03-21T12:53:00-07:00",,"Andrew Simon","false","research",10,2020-03-21 19:53:00,-123.31152,48.871513
"Peltigera collina",194736,"Peltigera collina",0,"accepted","tree pelt lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","collina","iNat:40419897","2020-03-21T13:00:00-07:00",,"Andrew Simon","false","needs_id",21,2020-03-21 20:00:00,-123.311598,48.871561
"Pseudisothecium cristatum",1262637,"Pseudisothecium cristatum",0,"accepted","",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Lembophyllaceae","","","Pseudisothecium","cristatum","iNat:40419899","2020-03-21T13:02:00-07:00",,"Andrew Simon","false","needs_id",10,2020-03-21 20:02:00,-123.311663,48.871658
"Antitrichia californica",67846,"Antitrichia californica",0,"accepted","California antitrichia moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Antitrichiaceae","","","Antitrichia","californica","iNat:40419911","2020-03-21T13:02:00-07:00",,"Andrew Simon","false","research",10,2020-03-21 20:02:00,-123.31166,48.871658
"Lobarina scrobiculata",403505,"Lobarina scrobiculata",0,"accepted","Textured Lung Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Lobariaceae","","","Lobarina","scrobiculata","iNat:40419913","2020-03-21T13:04:00-07:00",,"Andrew Simon","false","needs_id",10,2020-03-21 20:04:00,-123.31166,48.871657
"Erodium cicutarium",47687,"Erodium cicutarium",0,"accepted","Redstem Stork's-bill",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Geraniales","","","","Geraniaceae","","","Erodium","cicutarium","iNat:40419914","2020-03-21T13:07:00-07:00",,"Andrew Simon","false","research",10,2020-03-21 20:07:00,-123.31165,48.871667
"Cardamine nuttallii",76002,"Cardamine nuttallii",0,"accepted","Nuttall's toothwort",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Brassicales","","","","Brassicaceae","Brassicoideae","Cardamineae","Cardamine","nuttallii","iNat:40419929","2020-03-21T13:09:00-07:00",,"Andrew Simon","false","research",28,2020-03-21 20:09:00,-123.311571,48.871829
"Montia fontana",58990,"Montia fontana",0,"accepted","blinks",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Montia","fontana","iNat:40419928","2020-03-21T13:28:00-07:00",,"Andrew Simon","false","needs_id",10,2020-03-21 20:28:00,-123.311083,48.872075
"Racomitrium aciculare",129655,"Racomitrium aciculare",0,"accepted","Yellow Fringe-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Racomitrium","aciculare","iNat:40419933","2020-03-21T13:30:00-07:00",,"Andrew Simon","false","needs_id",10,2020-03-21 20:30:00,-123.310965,48.872077
"Thamnophis ordinoides",28389,"Thamnophis ordinoides",0,"accepted","Northwestern Garter Snake",,"Animalia","Chordata","Vertebrata","","Reptilia","","","Squamata","Serpentes","","","Colubridae","Natricinae","","Thamnophis","ordinoides","iNat:40419876","2020-03-21T13:40:00-07:00",,"Andrew Simon","false","research",43,2020-03-21 20:40:00,-123.312075,48.872092
"Draba verna",55823,"Draba verna",0,"accepted","Common Whitlowgrass",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Brassicales","","","","Brassicaceae","Brassicoideae","Arabideae","Draba","verna","iNat:47709119","2020-04-11T16:06:00-07:00",,"Andrew Simon","false","research",10,2020-04-11 23:06:00,-123.310622,48.871642
"Nephroma laevigatum",117847,"Nephroma laevigatum",0,"accepted","Mustard Kidney Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Nephromataceae","","","Nephroma","laevigatum","iNat:47709122","2020-04-11T16:11:00-07:00",,"Andrew Simon","false","needs_id",10,2020-04-11 23:11:00,-123.310597,48.871693
"Micranthes integrifolia",78027,"Micranthes integrifolia",0,"accepted","Wholeleaf Saxifrage",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Micrantheae","Micranthes","integrifolia","iNat:47709123","2020-04-11T16:15:00-07:00",,"Andrew Simon","false","research",10,2020-04-11 23:15:00,-123.310758,48.871895
"Erythronium oregonum",59520,"Erythronium oregonum",0,"accepted","giant white fawn lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Erythronium","oregonum","iNat:47709129","2020-04-11T16:20:00-07:00",,"Andrew Simon","false","research",10,2020-04-11 23:20:00,-123.310836,48.871964
"Montia linearis",78122,"Montia linearis",0,"accepted","Narrow-leaved Montia",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Montia","linearis","iNat:47709130","2020-04-11T16:40:00-07:00",,"Andrew Simon","false","research",10,2020-04-11 23:40:00,-123.312417,48.872565
"Rubus spectabilis",47543,"Rubus spectabilis",0,"accepted","Salmonberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Rubeae","Rubus","spectabilis","iNat:42681976","2020-04-19T11:29:00-07:00",,"Andrew Simon","false","research",40,2020-04-19 18:29:00,-123.386243,48.912228
"Racomitrium aciculare",129655,"Racomitrium aciculare",0,"accepted","Yellow Fringe-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Racomitrium","aciculare","iNat:42681977","2020-04-19T11:32:00-07:00",,"Andrew Simon","false","needs_id",40,2020-04-19 18:32:00,-123.386243,48.912228
"Racomitrium aciculare",129655,"Racomitrium aciculare",0,"accepted","Yellow Fringe-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Racomitrium","aciculare","iNat:42681978","2020-04-19T11:33:00-07:00",,"Andrew Simon","false","needs_id",40,2020-04-19 18:33:00,-123.386243,48.912228
"Plectritis congesta",57786,"Plectritis congesta",0,"accepted","shortspur seablush",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Dipsacales","","","","Caprifoliaceae","Valerianoideae","","Plectritis","congesta","iNat:42681988","2020-04-19T11:38:00-07:00",,"Andrew Simon","false","research",40,2020-04-19 18:38:00,-123.387064,48.913596
"Collinsia parviflora",59013,"Collinsia parviflora",0,"accepted","small-flowered blue-eyed mary",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Cheloneae","Collinsia","parviflora","iNat:42681990","2020-04-19T11:38:00-07:00",,"Andrew Simon","false","research",40,2020-04-19 18:38:00,-123.387064,48.913596
"Erythranthe alsinoides",771843,"Erythranthe alsinoides",0,"accepted","wingstem monkeyflower",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Phrymaceae","","","Erythranthe","alsinoides","iNat:42681991","2020-04-19T11:41:00-07:00",,"Andrew Simon","false","research",10,2020-04-19 18:41:00,-123.386956,48.914136
"Cerastium glomeratum",52973,"Cerastium glomeratum",0,"accepted","Sticky mouse-ear chickweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Alsineae","Cerastium","glomeratum","iNat:42681999","2020-04-19T11:42:00-07:00",,"Andrew Simon","false","research",10,2020-04-19 18:42:00,-123.386989,48.914139
"Erythranthe microphylla",453717,"Erythranthe microphylla",0,"accepted","Small-leaf Monkeyflower",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Phrymaceae","","","Erythranthe","microphylla","iNat:42682003","2020-04-19T11:42:00-07:00",,"Andrew Simon","false","needs_id",10,2020-04-19 18:42:00,-123.38708,48.914133
"Cycloneda polita",55492,"Cycloneda polita",0,"accepted","Western Polished Lady Beetle",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Coccinelloidea","Coccinellidae","Coccinellinae","Coccinellini","Cycloneda","polita","iNat:42682006","2020-04-19T11:42:00-07:00",,"Andrew Simon","false","research",10,2020-04-19 18:42:00,-123.387097,48.914097
"Balanidae",49128,"Balanidae",0,"accepted","",,"Animalia","Arthropoda","Crustacea","Multicrustacea","Hexanauplia","Thecostraca","Thoracicalcarea","Balanomorpha","","","Balanoidea","Balanidae","","","","","iNat:42682007","2020-04-19T11:44:00-07:00",,"Andrew Simon","false","needs_id",10,2020-04-19 18:44:00,-123.387082,48.914095
"Berberis aquifolium",126887,"Berberis aquifolium",0,"accepted","Oregon grape",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Berberidaceae","Berberidoideae","Berberideae","Berberis","aquifolium","iNat:42682010","2020-04-19T11:45:00-07:00",,"Andrew Simon","false","research",10,2020-04-19 18:45:00,-123.387408,48.914042
"Teesdalia nudicaulis",79325,"Teesdalia nudicaulis",0,"accepted","Shepherd's Cress",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Brassicales","","","","Brassicaceae","Brassicoideae","Iberideae","Teesdalia","nudicaulis","iNat:42682016","2020-04-19T11:47:00-07:00",,"Andrew Simon","false","needs_id",27,2020-04-19 18:47:00,-123.389111,48.914622
"Polytrichum juniperinum",68286,"Polytrichum juniperinum",0,"accepted","juniper haircap moss",,"Plantae","Bryophyta","","","Polytrichopsida","","","Polytrichales","","","","Polytrichaceae","","","Polytrichum","juniperinum","iNat:42682020","2020-04-19T11:55:00-07:00",,"Andrew Simon","false","needs_id",10,2020-04-19 18:55:00,-123.38878,48.914688
"Stellaria media",53298,"Stellaria media",0,"accepted","common chickweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Alsineae","Stellaria","media","iNat:42682019","2020-04-19T11:59:00-07:00",,"Andrew Simon","false","research",10,2020-04-19 18:59:00,-123.389428,48.914672
"Erythronium oregonum",59520,"Erythronium oregonum",0,"accepted","giant white fawn lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Erythronium","oregonum","iNat:42682035","2020-04-19T12:07:00-07:00",,"Andrew Simon","false","research",19,2020-04-19 19:07:00,-123.389299,48.914671
"Fritillaria affinis",50618,"Fritillaria affinis",0,"accepted","checker lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Fritillaria","affinis","iNat:42682036","2020-04-19T12:08:00-07:00",,"Andrew Simon","false","research",10,2020-04-19 19:08:00,-123.392811,48.915964
"Micranthes rufidula",357949,"Micranthes rufidula",0,"accepted","Rustyhair Saxifrage",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Micrantheae","Micranthes","rufidula","iNat:42682038","2020-04-19T12:15:00-07:00",,"Andrew Simon","false","needs_id",10,2020-04-19 19:15:00,-123.395353,48.917068
"Melanolophia imitata",224588,"Melanolophia imitata",0,"accepted","Western Carpet",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Boarmiini","Melanolophia","imitata","iNat:42682049","2020-04-19T12:20:00-07:00",,"Andrew Simon","false","research",90,2020-04-19 19:20:00,-123.396246,48.917006
"Bombylius major",51557,"Bombylius major",0,"accepted","Greater Bee Fly",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Orthorrhapha","Asiloidea","Bombyliidae","Bombyliinae","Bombyliini","Bombylius","major","iNat:42682050","2020-04-19T12:28:00-07:00",,"Andrew Simon","false","research",90,2020-04-19 19:28:00,-123.396246,48.917006
"Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis",0,"accepted","Vancouver Island Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:44951289","2020-05-04T17:47:00-07:00",,"Andrew Simon","false","research",24,2020-05-05 00:47:00,-123.369752,48.906236
"Thuja plicata",48252,"Thuja plicata",0,"accepted","western redcedar",,"Plantae","Tracheophyta","","","Pinopsida","","","Pinales","","","","Cupressaceae","Cupressoideae","","Thuja","plicata","iNat:44951283","2020-05-04T17:49:00-07:00",,"Andrew Simon","false","research",24,2020-05-05 00:49:00,-123.369752,48.906236
"Cytisus scoparius",48538,"Cytisus scoparius",0,"accepted","Scotch Broom",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Genisteae","Cytisus","scoparius","iNat:44951284","2020-05-04T17:49:00-07:00",,"Andrew Simon","false","research",24,2020-05-05 00:49:00,-123.369752,48.906236
"Arbutus menziesii",51046,"Arbutus menziesii",0,"accepted","Pacific madrone",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Arbutoideae","","Arbutus","menziesii","iNat:44951286","2020-05-04T17:49:00-07:00",,"Andrew Simon","false","research",24,2020-05-05 00:49:00,-123.369752,48.906236
"Amelanchier alnifolia",75415,"Amelanchier alnifolia",0,"accepted","Saskatoon",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Amygdaloideae","Maleae","Amelanchier","alnifolia","iNat:44951287","2020-05-04T17:49:00-07:00",,"Andrew Simon","false","research",24,2020-05-05 00:49:00,-123.369752,48.906236
"Pseudotsuga menziesii menziesii",63910,"Pseudotsuga menziesii menziesii",0,"accepted","Coast Douglas-fir",,"Plantae","Tracheophyta","","","Pinopsida","","","Pinales","","","","Pinaceae","Pinoideae","","Pseudotsuga","menziesii","iNat:44951282","2020-05-04T17:50:00-07:00",,"Andrew Simon","false","research",24,2020-05-05 00:50:00,-123.369752,48.906236
"Crataegus monogyna",51147,"Crataegus monogyna",0,"accepted","common hawthorn",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Amygdaloideae","Maleae","Crataegus","monogyna","iNat:44951280","2020-05-04T17:58:00-07:00",,"Andrew Simon","false","research",36,2020-05-05 00:58:00,-123.368539,48.908046
"Vaccinium ovatum",48349,"Vaccinium ovatum",0,"accepted","Evergreen Huckleberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Vaccinioideae","Vaccinieae","Vaccinium","ovatum","iNat:44951279","2020-05-04T18:00:00-07:00",,"Andrew Simon","false","research",28,2020-05-05 01:00:00,-123.368331,48.908398
"Plectritis congesta",57786,"Plectritis congesta",0,"accepted","shortspur seablush",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Dipsacales","","","","Caprifoliaceae","Valerianoideae","","Plectritis","congesta","iNat:44950139","2020-05-04T18:03:00-07:00",,"Andrew Simon","false","research",10,2020-05-05 01:03:00,-123.36804,48.90905
"Bombus mixtus",319125,"Bombus mixtus",0,"accepted","Fuzzy-Horned Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","mixtus","iNat:44951278","2020-05-04T18:03:00-07:00",,"Andrew Simon","false","research",20,2020-05-05 01:03:00,-123.367836,48.90904
"Cerastium glomeratum",52973,"Cerastium glomeratum",0,"accepted","Sticky mouse-ear chickweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Alsineae","Cerastium","glomeratum","iNat:44950136","2020-05-04T18:04:00-07:00",,"Andrew Simon","false","research",10,2020-05-05 01:04:00,-123.368033,48.909025
"Anthopleura artemisia",51658,"Anthopleura artemisia",0,"accepted","Moonglow Anemone",,"Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","","Actinioidea","Actiniidae","","","Anthopleura","artemisia","iNat:44950135","2020-05-04T18:07:00-07:00",,"Andrew Simon","false","research",10,2020-05-05 01:07:00,-123.368,48.90904
"Racomitrium aciculare",129655,"Racomitrium aciculare",0,"accepted","Yellow Fringe-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Racomitrium","aciculare","iNat:44950132","2020-05-04T18:12:00-07:00",,"Andrew Simon","false","needs_id",10,2020-05-05 01:12:00,-123.367237,48.908902
"Montia parvifolia",78123,"Montia parvifolia",0,"accepted","Small-leaved Blinks",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Montia","parvifolia","iNat:44950130","2020-05-04T18:13:00-07:00",,"Andrew Simon","false","research",10,2020-05-05 01:13:00,-123.367205,48.908918
"Polytrichum juniperinum",68286,"Polytrichum juniperinum",0,"accepted","juniper haircap moss",,"Plantae","Bryophyta","","","Polytrichopsida","","","Polytrichales","","","","Polytrichaceae","","","Polytrichum","juniperinum","iNat:44950129","2020-05-04T18:14:00-07:00",,"Andrew Simon","false","research",10,2020-05-05 01:14:00,-123.367203,48.908917
"Polypodium glycyrrhiza",55104,"Polypodium glycyrrhiza",0,"accepted","licorice fern",,"Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","Polypodiineae","","","Polypodiaceae","Polypodioideae","","Polypodium","glycyrrhiza","iNat:44950123","2020-05-04T18:15:00-07:00",,"Andrew Simon","false","research",10,2020-05-05 01:15:00,-123.36722,48.908925
"Hylocomiadelphus triquetrus",1138381,"Hylocomiadelphus triquetrus",0,"accepted","rough goose neck moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Hylocomiaceae","","","Hylocomiadelphus","triquetrus","iNat:44950124","2020-05-04T18:15:00-07:00",,"Andrew Simon","false","research",10,2020-05-05 01:15:00,-123.36722,48.908925
"Fritillaria affinis",50618,"Fritillaria affinis",0,"accepted","checker lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Fritillaria","affinis","iNat:44950126","2020-05-04T18:15:00-07:00",,"Andrew Simon","false","research",10,2020-05-05 01:15:00,-123.36722,48.908927
"Erythronium oregonum",59520,"Erythronium oregonum",0,"accepted","giant white fawn lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Erythronium","oregonum","iNat:44950128","2020-05-04T18:15:00-07:00",,"Andrew Simon","false","research",10,2020-05-05 01:15:00,-123.36722,48.908927
"Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis",0,"accepted","Vancouver Island Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:44950121","2020-05-04T18:16:00-07:00",,"Andrew Simon","false","research",10,2020-05-05 01:16:00,-123.367247,48.908918
